BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2/3/2017,AP,E0484567,DAVID L ANDRUKITIS INC,1/30/2017,1/30/2017,PRINTING & REPRODUCTION,40,2017,DAVID L ANDRUKITIS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3/31/2017,AP,912662,PUBLIC PRINTER,1/18/2017,1/18/2017,PRINTING & REPRODUCTION,48.84,2017,PUBLIC PRINTER
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1/16/2017,AP,898168,LEIDOS DIGITAL SOLUTIONS INC,1/1/2017,1/31/2017,TECHNOLOGY SERVICE CONTRACTS,1860,2017,LEIDOS DIGITAL SOLUTIONS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2/16/2017,AP,903446,LEIDOS DIGITAL SOLUTIONS INC,2/1/2017,2/28/2017,TECHNOLOGY SERVICE CONTRACTS,1860,2017,LEIDOS DIGITAL SOLUTIONS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3/16/2017,AP,908830,LEIDOS DIGITAL SOLUTIONS INC,3/1/2017,3/31/2017,TECHNOLOGY SERVICE CONTRACTS,1860,2017,LEIDOS DIGITAL SOLUTIONS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0479170,CAPITOL  HOST,1/10/2017,1/10/2017,FOOD & BEVERAGE,692.2,2017,CAPITOL  HOST
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0479176,HON MAXINE WATERS,1/10/2017,1/10/2017,FOOD & BEVERAGE,152.55,2017,HON MAXINE WATERS
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,GL,RMS0065473, ,1/1/2017,1/31/2017,OFFICE SUPPLY (TRANSFER),389.09,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/18/2017,1/18/2017,OFFICE SUPPLIES (OUTSIDE),140.72,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0489272,CITIBANK GOV CARD SERVICE,12/29/2016,1/28/2017,FOOD & BEVERAGE,502.5,2017,CITIBANK GOV CARD SERVICE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,150.78,2017,DEER PARK
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/10/2017,2/10/2017,FOOD & BEVERAGE,33.1,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/10/2017,2/10/2017,OFFICE SUPPLIES (OUTSIDE),116.93,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,GL,FRM0066162, ,2/16/2017,2/16/2017,FRAMING (TRANSFER),62,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,GL,RMS0066229, ,2/1/2017,2/28/2017,OFFICE SUPPLY (TRANSFER),375.32,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,13.35,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,OFFICE SUPPLIES (OUTSIDE),4.81,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,140.78,2017,DEER PARK
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/21/2017,2/21/2017,OFFICE SUPPLIES (OUTSIDE),46.85,2017,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,GL,FLG0067145, ,3/20/2017,3/31/2017,OFFICE SUPPLY (TRANSFER),-40,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,GL,RMS0067143, ,3/1/2017,3/31/2017,OFFICE SUPPLY (TRANSFER),497.07,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1/31/2017,GL,MNT0065394, ,1/1/2017,1/31/2017,MAINTENANCE / REPAIRS,790,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2/28/2017,GL,MNT0066152, ,2/1/2017,2/28/2017,MAINTENANCE / REPAIRS,790,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3/31/2017,GL,MNT0067069, ,3/1/2017,3/31/2017,MAINTENANCE / REPAIRS,790,2017, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,231.41,2017,UNITED STATES POSTAL SERVICE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,BRANDENBURG DUSTIN J,1/1/2017,1/2/2017,SCHEDULER,444.44,2017,BRANDENBURG DUSTIN J
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,CLOUD HAMILTON S,1/1/2017,1/2/2017,SPECIAL EVENTS DIRECTOR,333.33,2017,CLOUD HAMILTON S
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,COOPER ZACHARY,1/1/2017,1/2/2017,STAFF ASSISTANT,166.67,2017,COOPER ZACHARY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,JIMENEZ BLANCA E.,1/1/2017,1/2/2017,CONGRESSIONAL AIDE,465.26,2017,JIMENEZ BLANCA E.
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,NICHOLSON TERRY M,1/1/2017,1/2/2017,STAFF ASSISTANT,238,2017,NICHOLSON TERRY M
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,REZAEE-ROD PANIZ,1/1/2017,1/2/2017,SHARED EMPLOYEE,27.78,2017,REZAEE-ROD PANIZ
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,SAMUEL TWAUN,1/1/2017,1/2/2017,CHIEF OF STAFF,333.33,2017,SAMUEL TWAUN
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,SANCHEZ ANDREW,1/1/2017,1/2/2017,PAID INTERN,100,2017,SANCHEZ ANDREW
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,SENGSTOCK KATHLEEN,1/1/2017,1/2/2017,LEGISLATIVE ASSISTANT,404.97,2017,SENGSTOCK KATHLEEN
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,THOMPSON CORA A.,1/1/2017,1/2/2017,SHARED EMPLOYEE,94.44,2017,THOMPSON CORA A.
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,THOMPSON CORA A.,11/1/2016,11/15/2016,SHARED EMPLOYEE (OTHER COMPENSATION),-1416.66,2016,THOMPSON CORA A.
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,URIARTE ALEXANDRA,1/1/2017,1/2/2017,LEGISLATIVE ASSISTANT,255.56,2017,URIARTE ALEXANDRA
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,   ,   ,   ,WOODWARD NATHANIEL,1/1/2017,1/2/2017,CONGRESSIONAL AIDE,250,2017,WOODWARD NATHANIEL
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0474849,FLEMING JR SEAN E.,12/3/2016,12/24/2016,PRIVATE AUTO MILEAGE,83.38,2016,FLEMING JR SEAN E.
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477277,BRANDENBURG DUSTIN J,11/15/2016,11/30/2016,PRIVATE AUTO MILEAGE,59.45,2016,BRANDENBURG DUSTIN J
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477277,BRANDENBURG DUSTIN J,12/1/2016,12/8/2016,PRIVATE AUTO MILEAGE,59.72,2016,BRANDENBURG DUSTIN J
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479849,CITIBANK GOV CARD SERVICE,1/4/2016,1/4/2016,COMMERCIAL TRANSPORTATION,847.2,2016,CITIBANK GOV CARD SERVICE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0479711,CITIBANK GOV CARD SERVICE,12/2/2016,1/2/2017,COMMERCIAL TRANSPORTATION,2192.4,2017,CITIBANK GOV CARD SERVICE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0479711,CITIBANK GOV CARD SERVICE,12/9/2016,12/9/2016,TAXI/PARKING/TOLLS,20.08,2016,CITIBANK GOV CARD SERVICE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/4/2017,AP,896987,FEDERAL EXPRESS CORPORATION,12/26/2016,12/30/2016,POSTAGE / COURIER / BOX RENTAL,16.09,2016,FEDERAL EXPRESS CORPORATION
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DC TELECOM EQUIP (TRANSFER),97.5,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DC TELECOM SERV (TRANSFER),134,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DC TELECOM TOLLS (TRANSFER),1439.69,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DISTR OFF TELECOM EQ (TRANSF),37.16,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,GL,EMS0065250, ,12/1/2016,12/31/2016,DISTR OFF TELECOM TOLL (TRNSF),13.09,2016, 
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1/17/2017,AP,E0479166,DAVID L ANDRUKITIS INC,12/23/2016,12/23/2016,PRINTING & REPRODUCTION,48.5,2016,DAVID L ANDRUKITIS INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2/9/2017,AP,E0486004,XEROX CORPORATION,9/30/2016,12/20/2016,PRINTING & REPRODUCTION,394.61,2016,XEROX CORPORATION
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0474848,SOUTHWEST DISTRIBUTION INC,1/1/2017,12/31/2017,PUBLICATIONS/REFERENCE MAT'L,1370.2,2017,SOUTHWEST DISTRIBUTION INC
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477684,XEROX CORPORATION,12/8/2016,12/8/2016,OFFICE SUPPLIES (OUTSIDE),400,2016,XEROX CORPORATION
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,FOOD & BEVERAGE,140.47,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,OFFICE SUPPLIES (OUTSIDE),831.67,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,124.61,2016,DEER PARK
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,12/22/2016,12/22/2016,OFFICE SUPPLIES (OUTSIDE),9.44,2016,BOISE CASCADE COMPANY
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492095,XEROX CORPORATION,12/8/2016,12/8/2016,OFFICE SUPPLIES (OUTSIDE),400,2016,XEROX CORPORATION
